0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.160005193611286567e-01,2.017576519311322092e-01,1.463268382695308567e-01,1.012497410520758201e-01,7.055248564163177361e-02,5.051324947568336388e-02,3.738742341982942419e-02,2.856622978418820943e-02,2.243069554899150206e-02,1.801098023765885028e-02,1.472400654092328141e-02,1.221105489662284091e-02,1.024433142622594925e-02,8.674221656774104908e-03,7.399245957130495127e-03,6.348567111506650540e-03,5.471472899152508319e-03,4.730864925005862261e-03,4.099075331023779335e-03,3.555125772379113484e-03,3.082859522067511043e-03,2.669668382973505380e-03,2.305580257983067850e-03,1.982624607300549364e-03,1.694354634106835528e-03,1.435514620551022391e-03,1.201774214027489379e-03,9.895470222191717242e-04,7.958338348312886477e-04,6.181204695595013052e-04,4.542799148404728861e-04,3.025143832381121814e-04,1.612930921852995573e-04,2.932407199423124763e-05,-9.447815678888627584e-05,-2.109884440488183927e-04,-3.208605989696373039e-04,-4.244666864440829702e-04,-5.218055681922209978e-04,-6.123317273997082050e-04,-6.947088618720031724e-04,-7.664223729424926449e-04,-8.231986966457143428e-04,-8.580818809275728718e-04,-8.599853250251416345e-04,-8.104485252293800249e-04,-6.756795715477350228e-04,-4.103759854574556419e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.671357102231577185e-01,3.735156130571651301e-01,2.956358154187415099e-01,2.210610426688136565e-01,1.640872718271488839e-01,1.233540151436616911e-01,9.467689375157546661e-02,7.429551402296598328e-02,5.951347386470907941e-02,4.853624287919387770e-02,4.019185294657887098e-02,3.371076346460686463e-02,2.857908813057646533e-02,2.444616330540932622e-02,2.106723134983838272e-02,1.826770798650053165e-02,1.592055024825116474e-02,1.393161887217681146e-02,1.223000206588910517e-02,1.076147788952173251e-02,9.484012250676063238e-03,8.364600948164919655e-03,7.377023080607424295e-03,6.500217707063116364e-03,5.717099507563446793e-03,5.013681398392188029e-03,4.378420558226406127e-03,3.801722094234562862e-03,3.275561585294625884e-03,2.793191631112788322e-03,2.348915467791401566e-03,1.937908899170046701e-03,1.556085939830803913e-03,1.200000194635693742e-03,8.667873816473711975e-04,5.541521915848072934e-04,2.604169523945219387e-04,-1.535080464097387989e-05,-2.731011474207308823e-04,-5.114262761413679564e-04,-7.270106267719988243e-04,-9.138755741748540119e-04,-1.062370073891983875e-03,-1.157884996640490272e-03,-1.179452964630980450e-03,-1.097530395922416153e-03,-8.686174015392652929e-04,-4.607420674825729026e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.781498014149020093e-01,4.556012829048363688e-01,4.138327839528831986e-01,3.436055187267656463e-01,2.759045400597296416e-01,2.198422624369150424e-01,1.760598603208260171e-01,1.425039127601135935e-01,1.167874799699747806e-01,9.690474305677283795e-02,8.133577793375257325e-02,6.897304305002803504e-02,5.901868630316399467e-02,5.089675957129723843e-02,4.418788018810794471e-02,3.858309313434693522e-02,3.385188043906009470e-02,2.982002339227710422e-02,2.635418857297461975e-02,2.335109028101082715e-02,2.072978522290349485e-02,1.842613366435663647e-02,1.638877517272514794e-02,1.457617630414491210e-02,1.295444356423155335e-02,1.149568876326491872e-02,1.017679500686121709e-02,8.978476636327843707e-03,7.884555402778109165e-03,6.881398802428286519e-03,5.957481069690936763e-03,5.103041372560197970e-03,4.309822322671306820e-03,3.570882678121852557e-03,2.880485787483712257e-03,2.234076720558200117e-03,1.628370081580631868e-03,1.061581742849834623e-03,5.338424517313051154e-04,4.782933108799957876e-05,-3.903706564662417903e-04,-7.701980508446479778e-04,-1.075475238198803779e-03,-1.283471463287823690e-03,-1.364973071153887264e-03,-1.286246131404157524e-03,-1.012558770173417003e-03,-5.377752075997579073e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.469921148242573472e-01,4.739494890293992624e-01,4.781897725145103917e-01,4.318298303308317210e-01,3.707584174330219029e-01,3.113846738237241452e-01,2.597343726324155555e-01,2.169080715862357900e-01,1.820917310902369635e-01,1.539396805167375371e-01,1.311260283174731645e-01,1.125236907934630826e-01,9.723136033388389554e-02,8.454727474838634460e-02,7.393056792964063095e-02,6.496500305788012464e-02,5.732921439998293206e-02,5.077362069249052173e-02,4.510295893415860319e-02,4.016320779965400906e-02,3.583182775640465084e-02,3.201047069009355789e-02,2.861951917858372718e-02,2.559397946805933022e-02,2.288037767937201733e-02,2.043440015001298654e-02,1.821908764647828596e-02,1.620344244920212881e-02,1.436134553510680714e-02,1.267070824117497684e-02,1.111280518326774117e-02,9.671751289673811980e-03,8.334100908715376052e-03,7.088558986385090806e-03,5.925807969464968322e-03,4.838466531696611686e-03,3.821210230111673871e-03,2.871093879579737079e-03,1.988118051357430551e-03,1.176064375415397873e-03,4.435733010428136733e-04,-1.946699617461270079e-04,-7.169573843457913587e-04,-1.094412374888368731e-03,-1.292938463772812675e-03,-1.278933831015672618e-03,-1.028516133932541425e-03,-5.551222748949649882e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.034724899227549400e-01,4.550227564297769089e-01,4.984901838833548648e-01,4.824358100554960171e-01,4.388230077601065204e-01,3.864271277326142839e-01,3.348996701040206636e-01,2.883707831055896120e-01,2.480633201042773961e-01,2.138423250136465281e-01,1.850349231401196837e-01,1.608288908407900508e-01,1.404472258501521797e-01,1.232118499688901747e-01,1.085564824680601836e-01,9.601854599993094042e-02,8.522412498755273236e-02,7.587211999380411021e-02,6.771999443209246461e-02,6.057181408577424347e-02,5.426856339435471438e-02,4.868045947139505725e-02,4.370091946539447075e-02,3.924185416223482936e-02,3.523000478276721442e-02,3.160409093175648582e-02,2.831258369790193297e-02,2.531195909279447889e-02,2.256531998402915712e-02,2.004130312111838952e-02,1.771320978434746951e-02,1.555831825633046707e-02,1.355735201115322239e-02,1.169409350996445350e-02,9.955147902264869716e-03,8.329876993071449673e-03,6.810537546697285720e-03,5.392668094574165107e-03,4.075763869313583400e-03,2.864248440931756613e-03,1.768669173745785828e-03,8.068865757889893357e-04,4.771320539116824083e-06,-6.044543927217178132e-04,-9.837378025312013691e-04,-1.100468537110631641e-03,-9.386462709900326171e-04,-5.237156425646565493e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.598918887994742244e-01,4.181795696511894089e-01,4.889642761307905205e-01,5.010262032936784182e-01,4.788200055431631186e-01,4.397650131842509857e-01,3.947999343716132592e-01,3.500264189378295421e-01,3.084336917541948830e-01,2.711970562399790841e-01,2.385201477820693972e-01,2.101362457168545195e-01,1.855869824118552280e-01,1.643673008475598496e-01,1.459947842063026302e-01,1.300383126102934994e-01,1.161259581261824547e-01,1.039430129209076015e-01,9.322590016288094528e-02,8.375487743632291371e-02,7.534691768262448408e-02,6.784935333045694072e-02,6.113446485335880670e-02,5.509499935408975618e-02,4.964052070255943472e-02,4.469446417195879068e-02,4.019176941165738398e-02,3.607697821714853093e-02,3.230270254821986098e-02,2.882838694791347439e-02,2.561930869731635432e-02,2.264577555117006091e-02,1.988249757209157448e-02,1.730812451633459426e-02,1.490495659261698545e-02,1.265885171280578883e-02,1.055936723752001587e-02,8.600181339550067028e-03,6.779830564199401319e-03,5.102756723328598365e-03,3.580555157687168467e-03,2.233125582332624696e-03,1.089128912208633688e-03,1.847493209704549426e-04,-4.408390209869320260e-04,-7.552186877783519494e-04,-7.464176170389034580e-04,-4.459540461037545824e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.210110167077070364e-01,3.751993811211935537e-01,4.619649425615116600e-01,4.961726553992367728e-01,4.945781648112049234e-01,4.713679995181935811e-01,4.369381253685831190e-01,3.981276676028711048e-01,3.590462050625679025e-01,3.219344549066320837e-01,2.878497723440864298e-01,2.571485658338333868e-01,2.298002529067008914e-01,2.055800427066523106e-01,1.841815221949069659e-01,1.652790170664591718e-01,1.485597862562391958e-01,1.337387662946059042e-01,1.205636289858163790e-01,1.088147543543176304e-01,9.830277085672646520e-02,8.886514248411792050e-02,8.036258996000741894e-02,7.267573368368118736e-02,6.570212017605515931e-02,5.935367250959003305e-02,5.355454357440472130e-02,4.823932550053115775e-02,4.335156157749599226e-02,3.884251161166815680e-02,3.467013040101513122e-02,3.079823121375025244e-02,2.719581845620306845e-02,2.383658792338808410e-02,2.069860709754828970e-02,1.776420346643272849e-02,1.502010163226108821e-02,1.245785645457474222e-02,1.007461675438753659e-02,7.874205628863806955e-03,5.868391169133736242e-03,4.078015741858287413e-03,2.533333861277983420e-03,1.272496890437250974e-03,3.365552962879800368e-04,-2.409707702771747995e-04,-4.486592088119819351e-04,-3.196375883168662006e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.879562333261405593e-01,3.323679198898432663e-01,4.263658049764285640e-01,4.760336281984581808e-01,4.917701162298011575e-01,4.840853915592577272e-01,4.618044268656198437e-01,4.315264003621003819e-01,3.977863190285078066e-01,3.634835457471911058e-01,3.303364506180805904e-01,2.992655391938660592e-01,2.706811887407569173e-01,2.446846007317004523e-01,2.212009952087501674e-01,2.000641958325287129e-01,1.810682090645468478e-01,1.639972805723107219e-01,1.486423834106331276e-01,1.348094268893033632e-01,1.223225958631720262e-01,1.110249594883897239e-01,1.007776552810839554e-01,9.145841937400001065e-02,8.295989896968317123e-02,7.518797745598256033e-02,6.806022178823505075e-02,6.150449319797179210e-02,5.545772764313302433e-02,4.986487696642373513e-02,4.467799887868135339e-02,3.985548694880002712e-02,3.536143960262280728e-02,3.116517673125749135e-02,2.724092482508386551e-02,2.356770416231845217e-02,2.012946367097661129e-02,1.691551358729386986e-02,1.392129333239149058e-02,1.114946222650399846e-02,8.611188212305368253e-03,6.327301181394367861e-03,4.328654224221305073e-03,2.654617374390956346e-03,1.348064466066554437e-03,4.448116944686970474e-04,-4.150518229867740470e-05,-1.420910059049414176e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.604424456650145048e-01,2.926656386091692208e-01,3.878708667977375235e-01,4.470722356426750643e-01,4.760170974860460369e-01,4.818944544373552352e-01,4.716012000040413765e-01,4.509045167534589393e-01,4.242106153737406071e-01,3.946643014900603208e-01,3.643809401751315624e-01,3.347001629940482004e-01,3.064099071794482709e-01,2.799237763688086078e-01,2.554121078627659136e-01,2.328941781228708319e-01,2.123005825712265815e-01,1.935140087236796314e-01,1.763949981100435827e-01,1.607976243508958403e-01,1.465785968168946130e-01,1.336022021936657256e-01,1.217426927318320529e-01,1.108851646852000716e-01,1.009255839310176095e-01,9.177035967963301233e-02,8.333570171220523737e-02,7.554689423912597235e-02,6.833755837033393676e-02,6.164894192167025277e-02,5.542925868767298314e-02,4.963309395764065046e-02,4.422089374621755720e-02,3.915856078334714607e-02,3.441718841566297760e-02,2.997297414279550404e-02,2.580736422426138307e-02,2.190748542622817166e-02,1.826690812716437115e-02,1.488673959906844022e-02,1.177693959433571795e-02,8.957549230222445688e-03,6.459202523588564691e-03,4.321861723148787138e-03,2.590128968157380789e-03,1.302948839131886109e-03,4.781688616339633494e-04,8.932641789049237035e-05,0.000000000000000000e+00
