archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_u,rmse_v,rmse_vel,rmse_total,tiempo
enkf_25_obs_10_freq_150_var_pst.pkl,enkf,10,150,pst,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.03909635543823242
enkf_25_obs_10_freq_150_var_pt.pkl,enkf,10,150,pt,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.02652454376220703
nudging_25_obs_20_freq_300_var_p.pkl,nudging,20,300,p,0.09683138933034957,0.043613859052245,0.12302853470174528,0.1319871557274509,0.3210925218670801,0.2337617322396887,0.12430887883100714,0.004197597503662109
nudging_25_obs_10_freq_300_var_s.pkl,nudging,10,300,s,0.09731488045619946,0.04160905355853481,0.12299693491506021,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459635849506794,0.003205537796020508
kf_25_obs_5_freq_300_var_t.pkl,kf,5,300,t,0.10699149543373918,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12701551300377875,0.010650396347045898
4dvar_25_obs_10_freq_70_var_st.pkl,4dvar,10,70,st,0.11110074188784247,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12804282461730457,27.304226398468018
enkf_25_obs_20_freq_150_var_st.pkl,enkf,20,150,st,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.041968584060668945
enkf_25_obs_20_freq_70_var_pst.pkl,enkf,20,70,pst,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.034699201583862305
4dvar_25_obs_20_freq_70_var_st.pkl,4dvar,20,70,st,0.1083926538551751,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1273658026091377,30.019251346588135
nudging_25_obs_5_freq_70_var_pt.pkl,nudging,5,70,pt,0.1006968138216499,0.041688717067087974,0.12299348834432033,0.13366660952504694,0.07014837318990422,0.2363579147030858,0.12543423348403598,0.0012133121490478516
4dvar_25_obs_5_freq_70_var_st.pkl,4dvar,5,70,st,0.10291451212988308,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12599626717781473,28.04597759246826
4dvar_25_obs_20_freq_300_var_pt.pkl,4dvar,20,300,pt,0.11376765056657975,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1287095517869889,28.799072742462158
enkf_25_obs_5_freq_70_var_pt.pkl,enkf,5,70,pt,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.007922649383544922
nudging_25_obs_20_freq_300_var_s.pkl,nudging,20,300,s,0.09731488045619946,0.04160905355853481,0.12299694694809517,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459636150332667,0.003919124603271484
nudging_25_obs_10_freq_300_var_pst.pkl,nudging,10,300,pst,0.09984088013946497,0.04250538656373263,0.12295701712523051,0.1326309403147981,0.2529432394812938,0.23509886186710818,0.12510053642388408,0.0073430538177490234
kf_25_obs_20_freq_150_var_pst.pkl,kf,20,150,pst,0.12795459015810992,0.047377040393188234,0.12331673126688282,0.12987730022746788,0.50484637775374,0.2911001026191952,0.14743711610934407,0.06152510643005371
nudging_25_obs_10_freq_300_var_p.pkl,nudging,10,300,p,0.09697913903595887,0.04250538656373263,0.12295702017847357,0.1326309403147981,0.2529432394812938,0.23509886186710818,0.1243851019113183,0.0032978057861328125
4dvar_25_obs_10_freq_150_var_pst.pkl,4dvar,10,150,pst,0.10057672381423496,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1254118200989027,29.3373920917511
4dvar_25_obs_10_freq_300_var_st.pkl,4dvar,10,300,st,0.09938864414182584,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1251148001808004,27.314989805221558
kf_25_obs_5_freq_300_var_pst.pkl,kf,5,300,pst,0.10512155972421681,0.04371167235365376,0.12299659823102202,0.12900368630741077,0.5582254705175802,0.35635945476522757,0.15704732126853005,0.016695022583007812
kf_25_obs_10_freq_70_var_st.pkl,kf,10,70,st,0.11442790500250594,0.04160905355853481,0.1229969470778955,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12887461767235336,0.004523277282714844
nudging_25_obs_10_freq_70_var_pst.pkl,nudging,10,70,pst,0.09982065605129407,0.041837238880084254,0.12298545631237127,0.1335078330716607,0.07037068259282139,0.23617753000800035,0.1252052203129375,0.002278566360473633
nudging_25_obs_10_freq_150_var_st.pkl,nudging,10,150,st,0.09988122889744029,0.04160905355853481,0.12299693372268182,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12523794530728355,0.0026535987854003906
4dvar_25_obs_5_freq_300_var_t.pkl,4dvar,5,300,t,0.10198214088572723,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12576317436677575,28.749702215194702
nudging_25_obs_5_freq_150_var_t.pkl,nudging,5,150,t,0.10035374185450208,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12535607460896947,0.0018222332000732422
4dvar_25_obs_20_freq_300_var_t.pkl,4dvar,20,300,t,0.11376765056657975,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1287095517869889,28.487279176712036
enkf_25_obs_10_freq_150_var_s.pkl,enkf,10,150,s,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.014593124389648438
enkf_25_obs_5_freq_150_var_t.pkl,enkf,5,150,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.010042190551757812
nudging_25_obs_20_freq_150_var_pt.pkl,nudging,20,150,pt,0.10872555636165666,0.042729448264152425,0.12300688465534867,0.1327393279661611,0.1859076953980827,0.23502598867186186,0.1273719694882549,0.0038416385650634766
nudging_25_obs_20_freq_70_var_p.pkl,nudging,20,70,p,0.09707310196143452,0.04216426205978596,0.12299937788206904,0.13326726587736965,0.07205830750589336,0.23583405927372755,0.12451770029425427,0.0010821819305419922
enkf_25_obs_10_freq_70_var_t.pkl,enkf,10,70,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.00814366340637207
kf_25_obs_5_freq_300_var_pt.pkl,kf,5,300,pt,0.10512155972421681,0.04371167235365376,0.1229965890947199,0.12900368630741077,0.5582254705175802,0.35635945476522757,0.1570473189844545,0.009790182113647461
enkf_25_obs_20_freq_150_var_p.pkl,enkf,20,150,p,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.030681848526000977
nudging_25_obs_5_freq_70_var_t.pkl,nudging,5,70,t,0.10076141620255064,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1254579931959816,0.0009737014770507812
nudging_25_obs_10_freq_70_var_t.pkl,nudging,10,70,t,0.0999730439407764,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12526090013053806,0.0010263919830322266
kf_25_obs_10_freq_300_var_t.pkl,kf,10,300,t,0.12803721855566425,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.13227694378426003,0.010755062103271484
enkf_25_obs_5_freq_150_var_pt.pkl,enkf,5,150,pt,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.018883943557739258
enkf_25_obs_20_freq_70_var_p.pkl,enkf,20,70,p,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.015133857727050781
