archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_total,tiempo
4dvar_25_obs_20_freq_150_var_s.pkl,4dvar,20,150,s,0.06905558819187603,0.04037855691873725,0.2637284576213507,0.124387534243988,22.015660285949707
enkf_25_obs_20_freq_300_var_pst.pkl,enkf,20,300,pst,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.1306746006011963
kf_25_obs_20_freq_300_var_st.pkl,kf,20,300,st,0.08271154571155148,0.04037855691873725,0.26372845765351227,0.12893952009460033,0.11437773704528809
kf_25_obs_20_freq_150_var_t.pkl,kf,20,150,t,0.08527002552603732,0.04037855691873725,0.2637284576213507,0.12979234668870843,0.028048992156982422
enkf_25_obs_10_freq_300_var_p.pkl,enkf,10,300,p,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.034691572189331055
4dvar_25_obs_5_freq_150_var_ps.pkl,4dvar,5,150,ps,0.07208046729838287,0.04037855691873725,0.2637284576213507,0.12539582727949028,28.600852251052856
kf_25_obs_10_freq_300_var_pt.pkl,kf,10,300,pt,0.08481698520836421,0.04037956089991772,0.2637284560827183,0.1296416673970001,0.016489744186401367
enkf_25_obs_20_freq_300_var_s.pkl,enkf,20,300,s,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.04307436943054199
4dvar_25_obs_5_freq_300_var_st.pkl,4dvar,5,300,st,0.06697769522875617,0.04037855691873725,0.2637284576213507,0.12369490325628137,23.298526763916016
nudging_25_obs_10_freq_70_var_ps.pkl,nudging,10,70,ps,0.08790135068445336,0.040606685654741105,0.2637285936356191,0.13074554332493785,0.0019409656524658203
4dvar_25_obs_20_freq_70_var_s.pkl,4dvar,20,70,s,0.0692552842029607,0.04037855691873725,0.2637284576213507,0.12445409958101622,22.047750234603882
4dvar_25_obs_10_freq_150_var_t.pkl,4dvar,10,150,t,0.07134737599190225,0.04037855691873725,0.2637284576213507,0.1251514635106634,22.319203853607178
kf_25_obs_5_freq_70_var_pt.pkl,kf,5,70,pt,0.08785998933845844,0.04037863722776787,0.2637284570079372,0.13065569452472117,0.002271890640258789
kf_25_obs_20_freq_150_var_ps.pkl,kf,20,150,ps,0.0880369681631344,0.04037980233562525,0.2637284070596725,0.13071505918614404,0.29656219482421875
4dvar_25_obs_20_freq_150_var_t.pkl,4dvar,20,150,t,0.06905558819187603,0.04037855691873725,0.2637284576213507,0.124387534243988,21.90696930885315
nudging_25_obs_10_freq_150_var_pt.pkl,nudging,10,150,pt,0.0705726968068433,0.04085807406776253,0.26372991649236804,0.12505356245565796,0.002636432647705078
enkf_25_obs_5_freq_300_var_ps.pkl,enkf,5,300,ps,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.03331756591796875
nudging_25_obs_5_freq_300_var_t.pkl,nudging,5,300,t,0.07173303952836492,0.04037855691873725,0.2637284576213507,0.12528001802281763,0.0027205944061279297
nudging_25_obs_20_freq_150_var_pst.pkl,nudging,20,150,pst,0.06769392237017512,0.04150295985233243,0.26369116896453615,0.1242960170623479,0.004618406295776367
4dvar_25_obs_5_freq_150_var_t.pkl,4dvar,5,150,t,0.0720988352693205,0.04037855691873725,0.2637284576213507,0.1254019499364695,22.32303285598755
kf_25_obs_5_freq_150_var_ps.pkl,kf,5,150,ps,0.08803768054365553,0.040378728227765795,0.26372845632601133,0.13071495503247754,0.006262063980102539
enkf_25_obs_5_freq_300_var_t.pkl,enkf,5,300,t,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.02240467071533203
nudging_25_obs_20_freq_70_var_ps.pkl,nudging,20,70,ps,0.08777837582880825,0.040933613906530206,0.2637079078853938,0.13080663254024408,0.0019116401672363281
enkf_25_obs_10_freq_300_var_s.pkl,enkf,10,300,s,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.026485443115234375
nudging_25_obs_20_freq_300_var_ps.pkl,nudging,20,300,ps,0.08805017037364632,0.04238282965913727,0.263674050260597,0.1313690167644602,0.006577014923095703
enkf_25_obs_20_freq_300_var_p.pkl,enkf,20,300,p,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.05899834632873535
nudging_25_obs_20_freq_150_var_st.pkl,nudging,20,150,st,0.06782541797867667,0.04037855691873725,0.26372847919874287,0.12397748469871893,0.0035085678100585938
nudging_25_obs_20_freq_70_var_pst.pkl,nudging,20,70,pst,0.06743633579624783,0.04093501748719383,0.26370780117123166,0.12402638481822444,0.0024170875549316406
4dvar_25_obs_20_freq_70_var_p.pkl,4dvar,20,70,p,0.0692552842029607,0.04037855691873725,0.2637284576213507,0.12445409958101622,22.054638624191284
kf_25_obs_5_freq_300_var_st.pkl,kf,5,300,st,0.08732324865429421,0.04037855691873725,0.2637284576305942,0.13047675440120857,0.010274887084960938
enkf_25_obs_5_freq_70_var_pst.pkl,enkf,5,70,pst,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.011579751968383789
kf_25_obs_10_freq_300_var_pst.pkl,kf,10,300,pst,0.08481698520836421,0.04037956089991772,0.26372845609837126,0.12964166740221772,0.023724079132080078
enkf_25_obs_5_freq_150_var_st.pkl,enkf,5,150,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.017212629318237305
kf_25_obs_10_freq_150_var_t.pkl,kf,10,150,t,0.08638142626031596,0.04037855691873725,0.2637284576213507,0.13016281360013462,0.005553007125854492
4dvar_25_obs_10_freq_70_var_t.pkl,4dvar,10,70,t,0.07134225125775984,0.04037855691873725,0.2637284576213507,0.12514975526594926,22.34351348876953
4dvar_25_obs_20_freq_300_var_pst.pkl,4dvar,20,300,pst,0.06291754838562823,0.04037855691873725,0.2637284576213507,0.12234152097523872,22.056950569152832
4dvar_25_obs_20_freq_70_var_pt.pkl,4dvar,20,70,pt,0.0692552842029607,0.04037855691873725,0.2637284576213507,0.12445409958101622,23.459243297576904
nudging_25_obs_5_freq_70_var_st.pkl,nudging,5,70,st,0.07155044642377437,0.04037855691873725,0.2637284596137425,0.12521915431875139,0.0012748241424560547
4dvar_25_obs_5_freq_70_var_pt.pkl,4dvar,5,70,pt,0.06791649929528272,0.04037855691873725,0.2637284576213507,0.12400783794512356,22.23245120048523
kf_25_obs_5_freq_70_var_t.pkl,kf,5,70,t,0.08786003424823749,0.04037855691873725,0.2637284576213507,0.13065568292944182,0.0020599365234375
nudging_25_obs_20_freq_150_var_s.pkl,nudging,20,150,s,0.08803777548099485,0.04037855691873725,0.26372847919874287,0.13071493719949165,0.0022869110107421875
4dvar_25_obs_20_freq_300_var_st.pkl,4dvar,20,300,st,0.06291754838562823,0.04037855691873725,0.2637284576213507,0.12234152097523872,22.16861391067505
kf_25_obs_20_freq_70_var_s.pkl,kf,20,70,s,0.08803777548099485,0.04037855691873725,0.26372845763479674,0.1307149300115096,0.016831159591674805
enkf_25_obs_5_freq_70_var_t.pkl,enkf,5,70,t,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.005432605743408203
enkf_25_obs_5_freq_70_var_st.pkl,enkf,5,70,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.008091449737548828
nudging_25_obs_10_freq_150_var_p.pkl,nudging,10,150,p,0.08782277064493527,0.04085807406776253,0.26372991649236804,0.1308035870683553,0.0016217231750488281
4dvar_25_obs_20_freq_150_var_ps.pkl,4dvar,20,150,ps,0.06904129306220792,0.04037855691873725,0.2637284576213507,0.1243827692007653,29.164308071136475
4dvar_25_obs_10_freq_300_var_pt.pkl,4dvar,10,300,pt,0.06708985616046846,0.04037855691873725,0.2637284576213507,0.1237322902335188,22.065879583358765
kf_25_obs_10_freq_70_var_pt.pkl,kf,10,70,pt,0.08725509102574171,0.040378790054424844,0.263728457201214,0.13045411276046018,0.007672309875488281
nudging_25_obs_5_freq_150_var_pst.pkl,nudging,5,150,pst,0.07167396619223967,0.040547717110991845,0.2637279480586326,0.12531654378728804,0.0029065608978271484
kf_25_obs_20_freq_70_var_pt.pkl,kf,20,70,pt,0.0867236667039486,0.04037913937599775,0.26372843380648225,0.13027707996214286,0.023194074630737305
nudging_25_obs_5_freq_150_var_pt.pkl,nudging,5,150,pt,0.07167396619223967,0.040547717110991845,0.2637279402408001,0.12531654118134386,0.0024187564849853516
kf_25_obs_10_freq_70_var_t.pkl,kf,10,70,t,0.08725526378175688,0.04037855691873725,0.2637284576213507,0.1304540927739483,0.0030443668365478516
nudging_25_obs_20_freq_150_var_p.pkl,nudging,20,150,p,0.08771994313642534,0.04150295985233243,0.26369114738902105,0.13097135012592628,0.0022661685943603516
enkf_25_obs_10_freq_70_var_pst.pkl,enkf,10,70,pst,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.018848657608032227
kf_25_obs_20_freq_70_var_p.pkl,kf,20,70,p,0.08803739493047905,0.04037913937599775,0.26372843380648225,0.13071498937098636,0.020136356353759766
enkf_25_obs_10_freq_150_var_st.pkl,enkf,10,150,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.02374863624572754
enkf_25_obs_10_freq_300_var_ps.pkl,enkf,10,300,ps,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.05257725715637207
nudging_25_obs_10_freq_150_var_s.pkl,nudging,10,150,s,0.08803777548099485,0.04037855691873725,0.2637284699553717,0.13071493411836793,0.0015933513641357422
4dvar_25_obs_10_freq_70_var_pt.pkl,4dvar,10,70,pt,0.07134225125775984,0.04037855691873725,0.2637284576213507,0.12514975526594926,22.01622724533081
enkf_25_obs_20_freq_150_var_pt.pkl,enkf,20,150,pt,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.049178123474121094
kf_25_obs_5_freq_150_var_t.pkl,kf,5,150,t,0.08766399829454931,0.04037855691873725,0.2637284576213507,0.13059033761154576,0.0038683414459228516
kf_25_obs_10_freq_70_var_ps.pkl,kf,10,70,ps,0.08803760459787226,0.04037878946649264,0.2637284572396504,0.13071495043467177,0.005397319793701172
kf_25_obs_5_freq_150_var_p.pkl,kf,5,150,p,0.08803768006796722,0.040378728975528806,0.2637284563125497,0.13071495511868192,0.003451824188232422
4dvar_25_obs_10_freq_300_var_ps.pkl,4dvar,10,300,ps,0.06716777432223328,0.04037855691873725,0.2637284576213507,0.12375826295410708,39.78838896751404
4dvar_25_obs_20_freq_150_var_pt.pkl,4dvar,20,150,pt,0.06905558819187603,0.04037855691873725,0.2637284576213507,0.124387534243988,22.104377269744873
enkf_25_obs_10_freq_70_var_st.pkl,enkf,10,70,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.011765241622924805
kf_25_obs_20_freq_70_var_t.pkl,kf,20,70,t,0.08672405146330314,0.04037855691873725,0.2637284576213507,0.13027702200113037,0.02950143814086914
enkf_25_obs_5_freq_70_var_s.pkl,enkf,5,70,s,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.0051555633544921875
kf_25_obs_5_freq_70_var_s.pkl,kf,5,70,s,0.08803777548099485,0.04037855691873725,0.26372845762334074,0.13071493000769094,0.0020432472229003906
nudging_25_obs_20_freq_150_var_t.pkl,nudging,20,150,t,0.06782541797867667,0.04037855691873725,0.2637284576213507,0.12397747750625487,0.0021584033966064453
4dvar_25_obs_10_freq_70_var_pst.pkl,4dvar,10,70,pst,0.07134225125775984,0.04037855691873725,0.2637284576213507,0.12514975526594926,22.008686542510986
kf_25_obs_10_freq_70_var_p.pkl,kf,10,70,p,0.0880376036074326,0.040378790054424844,0.263728457201214,0.1307149502876905,0.0029113292694091797
4dvar_25_obs_5_freq_70_var_ps.pkl,4dvar,5,70,ps,0.06791799238759032,0.04037855691873725,0.2637284576213507,0.12400833564255942,28.28277826309204
4dvar_25_obs_10_freq_150_var_st.pkl,4dvar,10,150,st,0.07134737599190225,0.04037855691873725,0.2637284576213507,0.1251514635106634,22.049526929855347
4dvar_25_obs_20_freq_70_var_ps.pkl,4dvar,20,70,ps,0.06925370247860126,0.04037855691873725,0.2637284576213507,0.12445357233956307,28.49425506591797
enkf_25_obs_20_freq_150_var_ps.pkl,enkf,20,150,ps,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.05028057098388672
kf_25_obs_5_freq_150_var_s.pkl,kf,5,150,s,0.08803777548099485,0.04037855691873725,0.2637284576291606,0.1307149300096309,0.003419160842895508
4dvar_25_obs_10_freq_70_var_ps.pkl,4dvar,10,70,ps,0.07134100278511872,0.04037855691873725,0.2637284576213507,0.12514933910840223,28.670482635498047
nudging_25_obs_5_freq_300_var_st.pkl,nudging,5,300,st,0.07173303952836492,0.04037855691873725,0.2637284668772169,0.12528002110810635,0.004057168960571289
enkf_25_obs_20_freq_70_var_st.pkl,enkf,20,70,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.019561052322387695
nudging_25_obs_10_freq_150_var_t.pkl,nudging,10,150,t,0.07062404392789373,0.04037855691873725,0.2637284576213507,0.12491035282266057,0.0018868446350097656
enkf_25_obs_10_freq_300_var_pt.pkl,enkf,10,300,pt,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.05417370796203613
nudging_25_obs_5_freq_300_var_pst.pkl,nudging,5,300,pst,0.07169327605368853,0.040703357932083344,0.26372882003659887,0.12537515134079025,0.005560159683227539
enkf_25_obs_5_freq_70_var_p.pkl,enkf,5,70,p,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.006823062896728516
kf_25_obs_5_freq_70_var_p.pkl,kf,5,70,p,0.08803773083820393,0.04037863722776787,0.2637284570079372,0.130714941691303,0.0019316673278808594
kf_25_obs_10_freq_70_var_s.pkl,kf,10,70,s,0.08803777548099485,0.04037855691873725,0.2637284576279202,0.13071493000921744,0.004141569137573242
kf_25_obs_20_freq_70_var_ps.pkl,kf,20,70,ps,0.08803739715172461,0.040379137938666806,0.26372843394070283,0.1307149896770314,0.1510622501373291
nudging_25_obs_5_freq_150_var_ps.pkl,nudging,5,150,ps,0.08800662846437357,0.04054698254716984,0.2637279498859116,0.13076052029915167,0.0025267601013183594
enkf_25_obs_20_freq_300_var_st.pkl,enkf,20,300,st,0.08803777548099485,0.04037855691873719,0.2637284576213507,0.13071493000702758,0.08133268356323242
