archivo,metodo,res,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_u,rmse_v,rmse_total_normalizado,tiempo
kf_25_obs_20_freq_150_var_p.pkl,kf,25,20,150,p,0.08996675332361369,515.7811431776915,2.7389355718212194,0.5528424941855634,0.13226368567967867,277.08275852022746,0.08798503875732422
4dvar_25_obs_5_freq_150_var_s.pkl,4dvar,25,5,150,s,0.0902573645832541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63190442444136,27.213833332061768
4dvar_25_obs_20_freq_150_var_s.pkl,4dvar,25,20,150,s,0.08898831132751985,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.628383677578,27.19814920425415
enkf_25_obs_20_freq_300_var_pst.pkl,enkf,25,20,300,pst,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.1358623504638672
kf_25_obs_20_freq_300_var_st.pkl,kf,25,20,300,st,0.0892354924237745,522.1458244278508,2.7239357916091556,0.563941853357432,0.06406634283392976,278.6290711314198,0.09808230400085449
kf_25_obs_20_freq_150_var_t.pkl,kf,25,20,150,t,0.08884348900766743,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.62798189559913,0.022065162658691406
enkf_25_obs_10_freq_300_var_p.pkl,enkf,25,10,300,p,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.03612685203552246
kf_25_obs_10_freq_300_var_pt.pkl,kf,25,10,300,pt,0.08934571907617442,517.8971552735917,2.7370969191271777,0.5499783490939281,0.1216066632495288,277.7375181682332,0.016756057739257812
enkf_25_obs_20_freq_300_var_s.pkl,enkf,25,20,300,s,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.04201459884643555
4dvar_25_obs_5_freq_300_var_st.pkl,4dvar,25,5,300,st,0.09037274934222213,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6322245375071,28.81258225440979
4dvar_25_obs_20_freq_70_var_s.pkl,4dvar,25,20,70,s,0.08896248339416986,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6283120228898,27.27034831047058
4dvar_25_obs_10_freq_150_var_t.pkl,4dvar,25,10,150,t,0.08967425093493903,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63028668654187,28.470731258392334
kf_25_obs_5_freq_70_var_pt.pkl,kf,25,5,70,pt,0.09007349071041464,521.6497117084957,2.7265832145636772,0.5596871930294095,0.06694612412506058,278.55192103874873,0.002886533737182617
4dvar_25_obs_20_freq_150_var_t.pkl,4dvar,25,20,150,t,0.08898831132751985,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.628383677578,28.665600538253784
nudging_25_obs_10_freq_150_var_pt.pkl,nudging,25,10,150,pt,0.08977435568995973,521.7310606227292,2.7248899772751676,0.5619743697193061,0.06457997094370703,278.51616631764847,0.0026116371154785156
nudging_25_obs_5_freq_300_var_t.pkl,nudging,25,5,300,t,0.09034212337154436,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.632139571577,0.003360748291015625
nudging_25_obs_20_freq_150_var_pst.pkl,nudging,25,20,150,pst,0.0891941926179535,520.9796398370601,2.7257997285801454,0.5606644548089018,0.0676874151932129,278.28718408605823,0.005097866058349609
4dvar_25_obs_5_freq_150_var_t.pkl,4dvar,25,5,150,t,0.0902573645832541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63190442444136,28.463550329208374
enkf_25_obs_5_freq_300_var_t.pkl,enkf,25,5,300,t,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.019981861114501953
enkf_25_obs_10_freq_300_var_s.pkl,enkf,25,10,300,s,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.024569034576416016
enkf_25_obs_20_freq_300_var_p.pkl,enkf,25,20,300,p,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.06207442283630371
nudging_25_obs_20_freq_150_var_st.pkl,nudging,25,20,150,st,0.0891977270760637,522.1458244278508,2.7239357424049286,0.563941853357432,0.06406634283392976,278.62896469362306,0.003702878952026367
nudging_25_obs_20_freq_70_var_pst.pkl,nudging,25,20,70,pst,0.08920196313680745,521.5710115583853,2.7248065788163913,0.5622558192760172,0.06466804443362524,278.4551773222139,0.0025069713592529297
4dvar_25_obs_20_freq_70_var_p.pkl,4dvar,25,20,70,p,0.08896248339416986,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6283120228898,27.739380836486816
kf_25_obs_5_freq_300_var_st.pkl,kf,25,5,300,st,0.09045125505046721,522.1458244278508,2.7239357491333624,0.563941853357432,0.06406634283392976,278.63244259623025,0.013138532638549805
enkf_25_obs_5_freq_70_var_pst.pkl,enkf,25,5,70,pst,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.012279987335205078
kf_25_obs_10_freq_300_var_pst.pkl,kf,25,10,300,pst,0.08934571907617442,517.8971552735917,2.7370969299322354,0.5499783490939281,0.1216066632495288,277.7375185338658,0.043710947036743164
enkf_25_obs_5_freq_150_var_st.pkl,enkf,25,5,150,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.01566624641418457
kf_25_obs_10_freq_150_var_t.pkl,kf,25,10,150,t,0.08961123314931374,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6301118556827,0.005808830261230469
4dvar_25_obs_10_freq_70_var_t.pkl,4dvar,25,10,70,t,0.0896625254808467,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63025415649986,29.34349250793457
4dvar_25_obs_20_freq_300_var_pst.pkl,4dvar,25,20,300,pst,0.08922016090531798,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.62902690013004,28.86906337738037
4dvar_25_obs_20_freq_70_var_pt.pkl,4dvar,25,20,70,pt,0.08896248339416986,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6283120228898,28.706908702850342
nudging_25_obs_5_freq_70_var_st.pkl,nudging,25,5,70,st,0.09025070179780446,522.1458244278508,2.7239357416600347,0.563941853357432,0.06406634283392976,278.6318859464891,0.001272439956665039
4dvar_25_obs_5_freq_70_var_pt.pkl,4dvar,25,5,70,pt,0.09020151310253094,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.631749475132,27.08981442451477
kf_25_obs_5_freq_70_var_t.pkl,kf,25,5,70,t,0.09014748053159913,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6315995720418,0.0026938915252685547
nudging_25_obs_20_freq_150_var_s.pkl,nudging,25,20,150,s,0.09039612290839541,522.1458244278508,2.7239357424049286,0.563941853357432,0.06406634283392976,278.6322894149054,0.0020112991333007812
4dvar_25_obs_20_freq_300_var_st.pkl,4dvar,25,20,300,st,0.08922016090531798,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.62902690013004,28.597386360168457
kf_25_obs_20_freq_70_var_s.pkl,kf,25,20,70,s,0.09039612290839541,522.1458244278508,2.723935753675973,0.563941853357432,0.06406634283392976,278.63228979630657,0.010936498641967773
enkf_25_obs_5_freq_70_var_t.pkl,enkf,25,5,70,t,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.005758762359619141
enkf_25_obs_5_freq_70_var_st.pkl,enkf,25,5,70,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.008802175521850586
nudging_25_obs_10_freq_150_var_p.pkl,nudging,25,10,150,p,0.09039078595780649,521.7310606227292,2.7248899772751676,0.5619743697193061,0.06457997094370703,278.51787648617153,0.002079010009765625
4dvar_25_obs_10_freq_300_var_pt.pkl,4dvar,25,10,300,pt,0.08974100419508754,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63047188076456,27.671114206314087
kf_25_obs_10_freq_70_var_pt.pkl,kf,25,10,70,pt,0.08944518093696859,520.4136461986245,2.728378116483788,0.5565911652049003,0.07816500932746175,278.2049850647538,0.005114316940307617
nudging_25_obs_5_freq_150_var_pst.pkl,nudging,25,5,150,pst,0.09027787823000433,522.0378188418962,2.724468617774584,0.5629506720031642,0.06397562737783892,278.6109247302862,0.003337383270263672
kf_25_obs_20_freq_70_var_pt.pkl,kf,25,20,70,pt,0.08864734382950934,517.9488800769394,2.7323795643753352,0.554556378651274,0.10280082026048319,277.53727248615786,0.022288799285888672
nudging_25_obs_5_freq_150_var_pt.pkl,nudging,25,5,150,pt,0.09027787823000433,522.0378188418962,2.7244686176745523,0.5629506720031642,0.06397562737783892,278.61092472690115,0.002269744873046875
kf_25_obs_10_freq_70_var_t.pkl,kf,25,10,70,t,0.08953168351173335,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.6298911603448,0.0033655166625976562
nudging_25_obs_20_freq_150_var_p.pkl,nudging,25,20,150,p,0.09037396900208257,520.9796398370601,2.7257997276385324,0.5606644548089018,0.0676874151932129,278.29045711936,0.0020782947540283203
enkf_25_obs_10_freq_70_var_pst.pkl,enkf,25,10,70,pst,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.019716262817382812
kf_25_obs_20_freq_70_var_p.pkl,kf,25,20,70,p,0.09013340957527469,517.9488800769394,2.7323795643753352,0.554556378651274,0.10280082026048319,277.5413952928955,0.03197765350341797
enkf_25_obs_10_freq_150_var_st.pkl,enkf,25,10,150,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.022408485412597656
nudging_25_obs_10_freq_150_var_s.pkl,nudging,25,10,150,s,0.09039612290839541,522.1458244278508,2.723935741112709,0.563941853357432,0.06406634283392976,278.632289371178,0.0018126964569091797
4dvar_25_obs_10_freq_70_var_pt.pkl,4dvar,25,10,70,pt,0.0896625254808467,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63025415649986,29.603404998779297
enkf_25_obs_20_freq_150_var_pt.pkl,enkf,25,20,150,pt,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.05121874809265137
kf_25_obs_5_freq_150_var_t.pkl,kf,25,5,150,t,0.0902473561367641,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63187665791037,0.005227327346801758
kf_25_obs_5_freq_150_var_p.pkl,kf,25,5,150,p,0.0901891451345094,521.1586724437077,2.72967724788911,0.5561006005263508,0.07605147749409358,278.5093568884622,0.004404544830322266
4dvar_25_obs_20_freq_150_var_pt.pkl,4dvar,25,20,150,pt,0.08898831132751985,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.628383677578,28.898526906967163
enkf_25_obs_10_freq_70_var_st.pkl,enkf,25,10,70,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.01115274429321289
kf_25_obs_20_freq_70_var_t.pkl,kf,25,20,70,t,0.08884496818306521,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.62798599928993,0.013666629791259766
enkf_25_obs_5_freq_70_var_s.pkl,enkf,25,5,70,s,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.004364013671875
kf_25_obs_5_freq_70_var_s.pkl,kf,25,5,70,s,0.09039612290839541,522.1458244278508,2.7239357476141492,0.563941853357432,0.06406634283392976,278.6322895911804,0.0020904541015625
nudging_25_obs_20_freq_150_var_t.pkl,nudging,25,20,150,t,0.0891977270760637,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.628964661738,0.002337932586669922
4dvar_25_obs_10_freq_70_var_pst.pkl,4dvar,25,10,70,pst,0.0896625254808467,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63025415649986,28.812586307525635
kf_25_obs_10_freq_70_var_p.pkl,kf,25,10,70,p,0.09028192559339186,520.4136461986245,2.728378116483788,0.5565911652049003,0.07816500932746175,278.2073064536406,0.003552675247192383
4dvar_25_obs_10_freq_150_var_st.pkl,4dvar,25,10,150,st,0.08967425093493903,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63028668654187,27.13599181175232
kf_25_obs_5_freq_150_var_s.pkl,kf,25,5,150,s,0.09039612290839541,522.1458244278508,2.723935747358678,0.563941853357432,0.06406634283392976,278.63228958253546,0.004786968231201172
nudging_25_obs_5_freq_300_var_st.pkl,nudging,25,5,300,st,0.09034212337154436,522.1458244278508,2.723935741524987,0.563941853357432,0.06406634283392976,278.6321395736857,0.004465341567993164
enkf_25_obs_20_freq_70_var_st.pkl,enkf,25,20,70,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.02094125747680664
nudging_25_obs_10_freq_150_var_t.pkl,nudging,25,10,150,t,0.08977309334722607,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63056090601333,0.0017483234405517578
enkf_25_obs_10_freq_300_var_pt.pkl,enkf,25,10,300,pt,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.050940513610839844
nudging_25_obs_5_freq_300_var_pst.pkl,nudging,25,5,300,pst,0.09032069670738507,521.9368569265721,2.72498992968685,0.5620579073553099,0.06429283436544855,278.59343042743234,0.006168842315673828
enkf_25_obs_5_freq_70_var_p.pkl,enkf,25,5,70,p,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.00693821907043457
kf_25_obs_5_freq_70_var_p.pkl,kf,25,5,70,p,0.09030501688809216,521.6497117084957,2.7265832145636772,0.5596871930294095,0.06694612412506058,278.55256336408866,0.002669095993041992
kf_25_obs_10_freq_70_var_s.pkl,kf,25,10,70,s,0.09039612290839541,522.1458244278508,2.7239357479144544,0.563941853357432,0.06406634283392976,278.63228960134245,0.0027341842651367188
enkf_25_obs_20_freq_300_var_st.pkl,enkf,25,20,300,st,0.09039612290839541,522.1458244278508,2.7239357414626713,0.563941853357432,0.06406634283392976,278.63228938302035,0.07691836357116699
