archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_total,tiempo
enkf_25x25_obs_10_freq_70_var_t.pkl,enkf,10,70,t,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0060479640960693
nudging_25x25_obs_10_freq_150_var_s.pkl,nudging,10,150,s,0.0880377754809948,0.0403785569187372,0.2637285730902488,0.1307149684966602,0.0022566318511962
4dvar_25x25_obs_5_freq_150_var_pst.pkl,4dvar,5,150,pst,0.0997164232450402,0.0403785569187372,0.2637284576213507,0.1346078125950427,28.18200993537903
nudging_25x25_obs_10_freq_70_var_s.pkl,nudging,10,70,s,0.0880377754809948,0.0403785569187372,0.2637284963813862,0.1307149429270394,0.0011029243469238
enkf_25x25_obs_20_freq_70_var_p.pkl,enkf,20,70,p,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0175452232360839
enkf_25x25_obs_20_freq_70_var_st.pkl,enkf,20,70,st,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0223808288574218
4dvar_25x25_obs_10_freq_70_var_pt.pkl,4dvar,10,70,pt,0.1197616922867131,0.0403785569187372,0.2637284576213507,0.141289568942267,46.087125062942505
kf_25x25_obs_20_freq_300_var_pt.pkl,kf,20,300,pt,0.0880334786691175,0.0403810574077466,0.2637283560632849,0.1307142973800496,27.94573712348938
kf_25x25_obs_5_freq_70_var_s.pkl,kf,5,70,s,0.0880377754809948,0.0403785569187372,0.2637284576391366,0.1307149300129562,0.0016822814941406
enkf_25x25_obs_5_freq_70_var_pt.pkl,enkf,5,70,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0098309516906738
4dvar_25x25_obs_10_freq_150_var_pt.pkl,4dvar,10,150,pt,0.0976375111502309,0.0403785569187372,0.2637284576213507,0.1339148418967729,32.31944680213928
kf_25x25_obs_20_freq_70_var_st.pkl,kf,20,70,st,0.0880374865406923,0.0403785569187372,0.2637284576995036,0.1307148337196443,0.0610425472259521
enkf_25x25_obs_20_freq_300_var_pt.pkl,enkf,20,300,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.1337838172912597
nudging_25x25_obs_5_freq_300_var_pst.pkl,nudging,5,300,pst,0.0920974914581346,0.0407033560041866,0.2637289085988377,0.1321765853537196,0.0056126117706298
kf_25x25_obs_5_freq_300_var_s.pkl,kf,5,300,s,0.0880377754809948,0.0403785569187372,0.2637284577189496,0.1307149300395605,0.0049278736114501
kf_25x25_obs_10_freq_300_var_st.pkl,kf,10,300,st,0.0880353285895678,0.0403785569187372,0.2637284578178392,0.1307141144420481,0.0278878211975097
4dvar_25x25_obs_20_freq_150_var_st.pkl,4dvar,20,150,st,0.0973670097507644,0.0403785569187372,0.2637284576213507,0.1338246747636174,28.74578881263733
enkf_25x25_obs_20_freq_300_var_t.pkl,enkf,20,300,t,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0375676155090332
4dvar_25x25_obs_20_freq_70_var_pst.pkl,4dvar,20,70,pst,0.1179598926818675,0.0403785569187372,0.2637284576213507,0.1406889690739851,29.12450337409973
enkf_25x25_obs_10_freq_300_var_st.pkl,enkf,10,300,st,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0444426536560058
enkf_25x25_obs_10_freq_300_var_t.pkl,enkf,10,300,t,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0289614200592041
kf_25x25_obs_5_freq_70_var_p.pkl,kf,5,70,p,0.0880377308385359,0.0403786372272907,0.2637284570079694,0.1307149416912653,0.0015556812286376
enkf_25x25_obs_5_freq_300_var_pt.pkl,enkf,5,300,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0317223072052001
kf_25x25_obs_5_freq_300_var_p.pkl,kf,5,300,p,0.0880375849570566,0.0403789008839696,0.2637284550057157,0.1307149802822473,0.0077977180480957
4dvar_25x25_obs_5_freq_70_var_pt.pkl,4dvar,5,70,pt,0.1089722039213204,0.0403785569187372,0.2637284576213507,0.1376930728204694,47.43946552276611
kf_25x25_obs_10_freq_70_var_st.pkl,kf,10,70,st,0.0880372487496144,0.0403785569187372,0.2637284576600663,0.130714754442806,0.0089805126190185
4dvar_25x25_obs_20_freq_70_var_pt.pkl,4dvar,20,70,pt,0.1179598926818675,0.0403785569187372,0.2637284576213507,0.1406889690739851,29.224712371826172
enkf_25x25_obs_20_freq_300_var_s.pkl,enkf,20,300,s,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0439603328704834
kf_25x25_obs_20_freq_150_var_st.pkl,kf,20,150,st,0.0880372207727049,0.0403785569187372,0.2637284578508291,0.130714745180757,0.0535016059875488
kf_25x25_obs_20_freq_70_var_pst.pkl,kf,20,70,pst,0.0880371059608902,0.0403791393801156,0.263728433884983,0.1307148930753296,0.0625464916229248
4dvar_25x25_obs_10_freq_300_var_st.pkl,4dvar,10,300,st,0.0910063932903412,0.0403785569187372,0.2637284576213507,0.1317044692768097,28.79111957550049
enkf_25x25_obs_20_freq_150_var_st.pkl,enkf,20,150,st,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0400285720825195
nudging_25x25_obs_10_freq_70_var_pt.pkl,nudging,10,70,pt,0.0918837193821074,0.0406072562365179,0.2637285585941311,0.1320731780709188,0.0012142658233642
kf_25x25_obs_5_freq_300_var_t.pkl,kf,5,300,t,0.0880380175894598,0.0403785569187372,0.2637284576213507,0.1307150107098492,0.0112161636352539
enkf_25x25_obs_20_freq_70_var_pst.pkl,enkf,20,70,pst,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0338809490203857
kf_25x25_obs_10_freq_150_var_pt.pkl,kf,10,150,pt,0.0880372706827494,0.0403790582861734,0.2637284568093516,0.1307149285927581,0.0250325202941894
4dvar_25x25_obs_20_freq_300_var_pt.pkl,4dvar,20,300,pt,0.1107262101426383,0.0403785569187372,0.2637284576213507,0.1382777415609087,32.103251457214355
kf_25x25_obs_5_freq_70_var_t.pkl,kf,5,70,t,0.0880373844585341,0.0403785569187372,0.2637284576213507,0.1307147996662073,0.0017709732055664
nudging_25x25_obs_5_freq_70_var_pt.pkl,nudging,5,70,pt,0.0926910219096476,0.040458372613102,0.2637280192178937,0.1322924712468811,0.0013480186462402
enkf_25x25_obs_10_freq_300_var_p.pkl,enkf,10,300,p,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0298171043395996
enkf_25x25_obs_10_freq_150_var_pt.pkl,enkf,10,150,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0288968086242675
nudging_25x25_obs_5_freq_150_var_pst.pkl,nudging,5,150,pst,0.0946624134992642,0.0405477161064655,0.2637279984612508,0.1329793760223268,0.0029771327972412
enkf_25x25_obs_20_freq_300_var_p.pkl,enkf,20,300,p,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0716300010681152
enkf_25x25_obs_5_freq_70_var_pst.pkl,enkf,5,70,pst,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0131499767303466
enkf_25x25_obs_5_freq_150_var_st.pkl,enkf,5,150,st,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0153672695159912
nudging_25x25_obs_20_freq_70_var_pt.pkl,nudging,20,70,pt,0.0918663844493798,0.0409350218447384,0.2637077880165855,0.1321697314369012,0.0017526149749755
enkf_25x25_obs_10_freq_300_var_s.pkl,enkf,10,300,s,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0253689289093017
enkf_25x25_obs_20_freq_150_var_p.pkl,enkf,20,150,p,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0361871719360351
enkf_25x25_obs_5_freq_150_var_pt.pkl,enkf,5,150,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0179858207702636
nudging_25x25_obs_5_freq_70_var_s.pkl,nudging,5,70,s,0.0880377754809948,0.0403785569187372,0.2637284754264878,0.1307149359420733,0.0007596015930175
nudging_25x25_obs_20_freq_70_var_st.pkl,nudging,20,70,st,0.0921324663241694,0.0403785569187372,0.2637285358644833,0.1320798530357966,0.0017962455749511
enkf_25x25_obs_10_freq_150_var_s.pkl,enkf,10,150,s,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0142047405242919
kf_25x25_obs_20_freq_70_var_s.pkl,kf,20,70,s,0.0880377754809948,0.0403785569187372,0.2637284576995036,0.1307149300330785,0.0091996192932128
nudging_25x25_obs_20_freq_150_var_pst.pkl,nudging,20,150,pst,0.0933218623888989,0.0415029611459079,0.2636913776726864,0.1328387337358311,0.0045897960662841
enkf_25x25_obs_20_freq_150_var_s.pkl,enkf,20,150,s,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0206224918365478
kf_25x25_obs_20_freq_150_var_pt.pkl,kf,20,150,pt,0.0880364084200244,0.0403798067552921,0.2637284067647112,0.1307148739800092,0.0475881099700927
4dvar_25x25_obs_10_freq_300_var_pst.pkl,4dvar,10,300,pst,0.0910063932903412,0.0403785569187372,0.2637284576213507,0.1317044692768097,31.52019762992859
kf_25x25_obs_5_freq_150_var_t.pkl,kf,5,150,t,0.0880372385669981,0.0403785569187372,0.2637284576213507,0.1307147510356953,0.0027813911437988
4dvar_25x25_obs_10_freq_300_var_pt.pkl,4dvar,10,300,pt,0.0910063932903412,0.0403785569187372,0.2637284576213507,0.1317044692768097,28.80009722709656
enkf_25x25_obs_20_freq_150_var_pt.pkl,enkf,20,150,pt,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.0551192760467529
nudging_25x25_obs_10_freq_70_var_st.pkl,nudging,10,70,st,0.0920248872310196,0.0403785569187372,0.2637284963813862,0.1320439801770477,0.0016071796417236
enkf_25x25_obs_20_freq_300_var_pst.pkl,enkf,20,300,pst,0.0880377754809948,0.0403785569187371,0.2637284576213507,0.1307149300070275,0.1321425437927246
kf_25x25_obs_10_freq_70_var_t.pkl,kf,10,70,t,0.0880372487496144,0.0403785569187372,0.2637284576213507,0.1307147544299008,0.0134651660919189
kf_25x25_obs_20_freq_300_var_pst.pkl,kf,20,300,pst,0.0880334786691175,0.0403810574077466,0.2637283564602669,0.130714297512377,0.1062579154968261
nudging_25x25_obs_5_freq_70_var_p.pkl,nudging,5,70,p,0.0880073529299305,0.040458372613102,0.2637280192178937,0.1307312482536421,0.0007171630859375
kf_25x25_obs_10_freq_70_var_pst.pkl,kf,10,70,pst,0.0880370768713997,0.040378790060562,0.2637284572400317,0.1307147747239978,0.0062346458435058
