0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.516510256336159657e-01,6.672191130143926285e-01,5.773151675640858516e-01,5.029523051402600142e-01,4.422600737260295456e-01,3.931741143759420742e-01,3.532555995363830803e-01,3.204448518219912834e-01,2.931523461037475742e-01,2.702055553374129726e-01,2.507501112218450956e-01,2.341558100855731517e-01,2.199417997845237727e-01,2.077233263810295827e-01,1.971777665818623404e-01,1.880257611005299034e-01,1.800226474351666883e-01,1.729556453687612350e-01,1.666432510251613375e-01,1.609345611911829343e-01,1.557075168794660180e-01,1.508659295884376972e-01,1.463356930540379852e-01,1.420606969636921679e-01,1.379989319041128037e-01,1.341190660547751934e-01,1.303976505412042797e-01,1.268169335384198015e-01,1.233632371060490590e-01,1.200257681776253638e-01,1.167957857572217706e-01,1.136660072829512313e-01,1.106302091241977703e-01,1.076829422401417019e-01,1.048193505416213089e-01,1.020350417662156256e-01,9.932601539980492888e-02,9.668861477692056172e-02,9.411951260614616344e-02,9.161570844153490989e-02,8.917454479783701315e-02,8.679373009532537209e-02,8.447136838969210304e-02,8.220599409621034970e-02,7.999660235793171204e-02,7.784268443135546056e-02,7.574424786610522986e-02,7.370184323198340770e-02,7.171656549726104779e-02,6.979006504206403116e-02,6.792452462369258370e-02,6.612265068226022557e-02,6.438762404692782715e-02,6.272307112821078057e-02,6.113299054923829190e-02,5.962170732637443737e-02,5.819378119021991619e-02,5.685394959536763104e-02,5.560702595823390632e-02,5.445783878207104828e-02,5.341112897125035314e-02,5.247149230483384025e-02,5.164328434407311486e-02,5.093057209492565796e-02,5.033705310924233012e-02,4.986601988297283128e-02,4.952029708527717899e-02,4.930221960467884995e-02,4.921358899220612537e-02,4.925566359685041445e-02,4.942913272756423171e-02,4.973411532587678624e-02,5.017014825819794688e-02,5.073618850829127169e-02,5.143061034668590381e-02,5.225120484033667079e-02,5.319517901618651956e-02,5.425914493381059356e-02,5.543911143490076049e-02,5.673045169075753569e-02,5.812787257646231942e-02,5.962534116470053630e-02,6.121600292302243479e-02,6.289202562590436030e-02,6.464440185758681123e-02,6.646261171968177728e-02,6.833415511984831936e-02,7.024379497882497769e-02,7.217246230897779447e-02,7.409552223016740991e-02,7.598034260867185530e-02,7.778205913347520373e-02,7.943955633230945224e-02,8.086089102588660260e-02,8.193845771703194003e-02,8.244659757795579080e-02,8.241031255794045718e-02,8.090008490095101923e-02,8.090008490095101923e-02
1.000000000000000000e+00,9.597647027176102741e-01,9.358820236912134272e-01,8.833760803399229866e-01,8.224625129508007504e-01,7.609304200969256859e-01,7.031818193257168836e-01,6.509576937438513733e-01,6.046332165960539573e-01,5.639472175281338151e-01,5.284014826462115622e-01,4.974484394654278829e-01,4.705638756767299702e-01,4.472637902539017829e-01,4.270999312891848865e-01,4.096521965272513222e-01,3.945255169783896121e-01,3.813522333195268899e-01,3.697977697272445963e-01,3.595665178451170618e-01,3.504056282192785643e-01,3.421055998341263615e-01,3.344978274064948076e-01,3.274498933948056800e-01,3.208597366565072995e-01,3.146496018610558387e-01,3.087605022508472241e-01,3.031474909820241481e-01,2.977759122568707784e-01,2.926185076621590220e-01,2.876533097986207488e-01,2.828620934613295668e-01,2.782293082764252801e-01,2.737413009137550368e-01,2.693858049372697128e-01,2.651515635678029503e-01,2.610281039029000438e-01,2.570055690200395149e-01,2.530746417609456844e-01,2.492264945905199036e-01,2.454527962661524620e-01,2.417457329634365160e-01,2.380980600192288410e-01,2.345031658366562577e-01,2.309551420337861705e-01,2.274488682323029254e-01,2.239800783977428933e-01,2.205454474149416422e-01,2.171426344108144113e-01,2.137703546139385347e-01,2.104283843887098937e-01,2.071176057758215006e-01,2.038399635887200578e-01,2.005984754444250784e-01,1.973971382351182580e-01,1.942409027189619108e-01,1.911355339458765124e-01,1.880875554559431895e-01,1.851040745170393631e-01,1.821927055129080875e-01,1.793613750227244230e-01,1.766182362579133691e-01,1.739714704623067931e-01,1.714292040365318071e-01,1.689993214837819113e-01,1.666893944955879781e-01,1.645065182961088779e-01,1.624572582234149465e-01,1.605475167400572389e-01,1.587824988350401700e-01,1.571666120966737079e-01,1.557034483412493564e-01,1.543957146734382113e-01,1.532452255288201670e-01,1.522528588585652376e-01,1.514185502035558517e-01,1.507412648020358126e-01,1.502189827731724436e-01,1.498486741297092861e-01,1.496262601423147820e-01,1.495465717799737693e-01,1.496032636128254156e-01,1.497887223318832839e-01,1.500938890568143669e-01,1.505080528531737294e-01,1.510184898938171927e-01,1.516100061624154893e-01,1.522642011700741094e-01,1.529584859879057346e-01,1.536646173031202267e-01,1.543467221933403077e-01,1.549587559833005002e-01,1.554407533314247913e-01,1.557173691834772000e-01,1.556863934272713634e-01,1.552535704975323005e-01,1.542127493930478543e-01,1.527746811545880601e-01,1.498086983831480312e-01,1.498086983831480312e-01
1.000000000000000000e+00,1.013320260794975169e+00,1.028524334480159119e+00,1.020288894865175822e+00,9.941567133564904735e-01,9.564759278770902373e-01,9.130566204948677989e-01,8.679712738237803649e-01,8.237828093935242180e-01,7.819683193570837743e-01,7.433008959294398199e-01,7.081199787194900619e-01,6.765013567820284957e-01,6.483560842441945526e-01,6.234867238996092409e-01,6.016223217779677057e-01,5.824450286759687012e-01,5.656141398606409076e-01,5.507882744671774855e-01,5.376442485427043172e-01,5.258908272619909896e-01,5.152766224758320579e-01,5.055924156831351768e-01,4.966692261911124229e-01,4.883736037610008629e-01,4.806017257852253088e-01,4.732733137937989443e-01,4.663261791712821069e-01,4.597116061127254349e-01,4.533907578815213890e-01,4.473318935035350274e-01,4.415083721360948399e-01,4.358971540143925516e-01,4.304777871743938888e-01,4.252316370885486640e-01,4.201414027437578302e-01,4.151907353796328026e-01,4.103640351548659693e-01,4.056462867586634879e-01,4.010230124695857157e-01,3.964802402854174512e-01,3.920045479762688245e-01,3.875831175643300042e-01,3.832038289311953672e-01,3.788553688865337055e-01,3.745273417326948628e-01,3.702104059803045244e-01,3.658963730225293087e-01,3.615783467907518478e-01,3.572507852305243370e-01,3.529096212257922804e-01,3.485522670831334713e-01,3.441777002063403090e-01,3.397863987381164463e-01,3.353803826308064950e-01,3.309630781846425451e-01,3.265393132613436111e-01,3.221151181694053567e-01,3.176976812791972304e-01,3.132951018240897056e-01,3.089163176598488381e-01,3.045708307036562035e-01,3.002686211282334372e-01,2.960198676908725179e-01,2.918348621102314633e-01,2.877237446117683617e-01,2.836964291607761424e-01,2.797623700065113850e-01,2.759305038446172587e-01,2.722090571529030001e-01,2.686055063205204374e-01,2.651264292663267352e-01,2.617774799464659408e-01,2.585632819203639299e-01,2.554874098126643789e-01,2.525523173968504120e-01,2.497593153288620582e-01,2.471085215307667060e-01,2.445988208661776242e-01,2.422278197565922164e-01,2.399917673188686484e-01,2.378854863271040176e-01,2.359022226460823490e-01,2.340335055177941992e-01,2.322688661438213342e-01,2.305955440274369828e-01,2.289979691021646335e-01,2.274571764600549495e-01,2.259498949976654347e-01,2.244475279353388419e-01,2.229147677046157683e-01,2.213084937557061316e-01,2.195762621643193024e-01,2.176594368809094682e-01,2.154873492523287637e-01,2.130266935361259939e-01,2.101513253548319415e-01,2.072518500266904984e-01,2.030670397988441345e-01,2.030670397988441345e-01
1.000000000000000000e+00,1.021830941406792537e+00,1.049682918718972457e+00,1.067272409193713578e+00,1.069869145251219900e+00,1.058507330038933381e+00,1.036528652302381781e+00,1.007498794741837456e+00,9.744553444286007116e-01,9.397271603756196523e-01,9.049925474483589971e-01,8.714050661542088738e-01,8.397162592729662256e-01,8.103730414869427801e-01,7.835898740354817482e-01,7.594034789730229607e-01,7.377181255188282050e-01,7.183461140692735114e-01,7.010446582032497931e-01,6.855478602321050108e-01,6.715921061354370725e-01,6.589336928591823517e-01,6.473589549678088195e-01,6.366879675730567900e-01,6.267737399246439134e-01,6.174985833810746616e-01,6.087693331486627724e-01,6.005123320242343743e-01,5.926689669443441222e-01,5.851918569738666642e-01,5.780419175244567720e-01,5.711860394177539213e-01,5.645954444934558891e-01,5.582444015998366815e-01,5.521093788232300792e-01,5.461683608529668277e-01,5.404004450414144900e-01,5.347854991390401658e-01,5.293040071187735673e-01,5.239369334515404653e-01,5.186657174173543439e-01,5.134722746265226734e-01,5.083390809974646096e-01,5.032492691218724001e-01,4.981867595963601625e-01,4.931364190126234504e-01,4.880842020453565744e-01,4.830173403702015533e-01,4.779244618278250534e-01,4.727957811921928433e-01,4.676231669259043877e-01,4.624003082884265980e-01,4.571227073801566454e-01,4.517878035038817019e-01,4.463948783384297792e-01,4.409451271992659849e-01,4.354414769936088558e-01,4.298886035653186610e-01,4.242926735803024263e-01,4.186613156390582846e-01,4.130033064110211205e-01,4.073285090730958125e-01,4.016475293965399707e-01,3.959716374592202603e-01,3.903124204439115119e-01,3.846817025060514927e-01,3.790912181739742315e-01,3.735525415210254607e-01,3.680767983691470291e-01,3.626746107099949601e-01,3.573558587882605941e-01,3.521296412311223367e-01,3.470040907780215789e-01,3.419863456607372121e-01,3.370824160677519665e-01,3.322971582811861113e-01,3.276341831289493745e-01,3.230958209130755376e-01,3.186830576153403261e-01,3.143954747112549519e-01,3.102311924353793327e-01,3.061867623687799522e-01,3.022570876426879938e-01,2.984352358420793716e-01,2.947122928076557069e-01,2.910770510751717888e-01,2.875157457045383058e-01,2.840115822437549453e-01,2.805443491626257169e-01,2.770898891577822654e-01,2.736198592603366064e-01,2.701020018187606508e-01,2.665009836169362489e-01,2.627845271790405501e-01,2.589205547736936897e-01,2.549320550576010258e-01,2.507508379508106566e-01,2.468697492302095453e-01,2.418627775261424084e-01,2.418627775261424084e-01
1.000000000000000000e+00,1.018843159593258108e+00,1.046542781701109259e+00,1.074099135347416523e+00,1.093213691003608767e+00,1.101073091487876576e+00,1.097989557014059647e+00,1.085732516575020012e+00,1.066533734389710997e+00,1.042566927829653212e+00,1.015722084783219792e+00,9.875374230688109822e-01,9.592046545355540355e-01,9.316020016086610234e-01,9.053343162732878646e-01,8.807739510137665429e-01,8.581018129532129723e-01,8.373491497653025029e-01,8.184390192356785221e-01,8.012252193394356903e-01,7.855257763143291827e-01,7.711490994334593285e-01,7.579119311565136741e-01,7.456498750950704135e-01,7.342218176822058462e-01,7.235102680185391266e-01,7.134191251847250559e-01,7.038704266796392828e-01,6.948007527312842768e-01,6.861580260508175488e-01,6.778986907760830016e-01,6.699855606364381044e-01,6.623860408574672176e-01,6.550708924730630489e-01,6.480132039213969408e-01,6.411877423924012831e-01,6.345703864638891911e-01,6.281378258912168056e-01,6.218672797801344521e-01,6.157364082918106440e-01,6.097232223319204447e-01,6.038061293439918042e-01,5.979639807355019432e-01,5.921761997728297588e-01,5.864229283352124789e-01,5.806851939603318025e-01,5.749451213634740876e-01,5.691860984186994932e-01,5.633930182019298849e-01,5.575524061674569376e-01,5.516526598013453686e-01,5.456841046573621679e-01,5.396392032293438890e-01,5.335125168910040960e-01,5.273008636252387582e-01,5.210031755636864714e-01,5.146205956059373143e-01,5.081562342444563285e-01,5.016152058772280764e-01,4.950043014803918728e-01,4.883319744428383236e-01,4.816079551962150762e-01,4.748432020841711343e-01,4.680494888997316916e-01,4.612393379903454438e-01,4.544256115318877631e-01,4.476214421104623420e-01,4.408398542571767553e-01,4.340937032236863446e-01,4.273953462396337666e-01,4.207565944926625057e-01,4.141884453407808642e-01,4.077010468624401307e-01,4.013034941918778853e-01,3.950038012313045188e-01,3.888087572034819028e-01,3.827238964794607012e-01,3.767534056020198641e-01,3.709000794317799943e-01,3.651652640309469011e-01,3.595487849432467131e-01,3.540489071431270895e-01,3.486622194198500391e-01,3.433835907027745771e-01,3.382059977339452739e-01,3.331204674381951780e-01,3.281158627424624608e-01,3.231788588329794765e-01,3.182938131702570117e-01,3.134430359746748773e-01,3.086071988325940763e-01,3.037668901315289660e-01,2.989044193158331142e-01,2.940112514019403434e-01,2.890843952346388579e-01,2.841808423657861127e-01,2.792536701347899109e-01,2.748305242255537628e-01,2.693223544468195119e-01,2.693223544468195119e-01
1.000000000000000000e+00,1.014082629108145284e+00,1.037323096185871263e+00,1.065933370650076650e+00,1.091821186158225210e+00,1.110595574971400268e+00,1.120520802184114206e+00,1.121621902196323850e+00,1.114916140029090785e+00,1.101869501192561884e+00,1.084056491852293247e+00,1.062968851013031069e+00,1.039918888878865522e+00,1.015997659690548893e+00,9.920638227838030065e-01,9.687505374436740091e-01,9.464848284726796734e-01,9.255161337114181652e-01,9.059510727731175939e-01,8.877904459532293124e-01,8.709646275484103084e-01,8.553638718587994738e-01,8.408618292303671193e-01,8.273316585838064174e-01,8.146557572715443785e-01,8.027303083104069259e-01,7.914664988841962900e-01,7.807895448582435893e-01,7.706368609462002084e-01,7.609557762284478999e-01,7.517014913881626681e-01,7.428351498446944534e-01,7.343223931545845851e-01,7.261320696517610251e-01,7.182353743412219771e-01,7.106050599200003370e-01,7.032149835663098481e-01,6.960396608911452176e-01,6.890540781516563129e-01,6.822334855506047013e-01,6.755533857372670870e-01,6.689895053838266215e-01,6.625179009380099959e-01,6.561150670732460721e-01,6.497581123943897419e-01,6.434249685880982783e-01,6.370945913483008205e-01,6.307472331191147363e-01,6.243646249452990959e-01,6.179302743792066677e-01,6.114295868202545003e-01,6.048501519559877915e-01,5.981817707180803190e-01,5.914166999321958107e-01,5.845495634331879797e-01,5.775775348791913899e-01,5.705001272040104432e-01,5.633193058830386901e-01,5.560391670448132651e-01,5.486659853210711368e-01,5.412078046814166044e-01,5.336744340393956287e-01,5.260769839437189344e-01,5.184278279170108084e-01,5.107401214674134327e-01,5.030277474669384574e-01,4.953048518032486802e-01,4.875857877861113909e-01,4.798846964448388874e-01,4.722154594414750828e-01,4.645913433474652132e-01,4.570249644049387272e-01,4.495280068684299191e-01,4.421111974466764849e-01,4.347840993489208716e-01,4.275550901096379364e-01,4.204312261721105948e-01,4.134182153308620933e-01,4.065203419265589480e-01,3.997404244406567164e-01,3.930797891074030437e-01,3.865382050308008854e-01,3.801138961823125606e-01,3.738034547732947410e-01,3.676018959095754268e-01,3.615025786695315602e-01,3.554973569977850634e-01,3.495766227522565384e-01,3.437297401718910073e-01,3.379455389403372423e-01,3.322134894927251669e-01,3.265255129681685076e-01,3.208782991051596367e-01,3.152800737399604758e-01,3.097450504786827818e-01,3.043444527539340139e-01,2.990288240401100528e-01,2.943253377867657283e-01,2.885111089106813242e-01,2.885111089106813242e-01
1.000000000000000000e+00,1.010037670419291711e+00,1.028261260430899160e+00,1.054078909179995582e+00,1.080893027460256617e+00,1.104225174033720114e+00,1.121421328670892725e+00,1.131358863524611236e+00,1.134008657126053921e+00,1.130029477035407570e+00,1.120452778259678039e+00,1.106459738798492909e+00,1.089234035554937918e+00,1.069869261907066660e+00,1.049313729990940081e+00,1.028342014835289309e+00,1.007546866286598286e+00,9.873474965896283928e-01,9.680100235702340239e-01,9.496756922554735469e-01,9.323918390417842428e-01,9.161415863775772550e-01,9.008690286733354036e-01,8.864987153678657306e-01,8.729490340871280951e-01,8.601405903338446013e-01,8.480004809442069913e-01,8.364640429259966314e-01,8.254747841472781511e-01,8.149836349605428243e-01,8.049476571492433230e-01,7.953288923583378134e-01,7.860931127994781331e-01,7.772089314007899485e-01,7.686468920914127922e-01,7.603789208733948701e-01,7.523777401225619776e-01,7.446165938627600234e-01,7.370689207310284763e-01,7.297082813750171981e-01,7.225082385358727599e-01,7.154424308561636581e-01,7.084846225771535000e-01,7.016088770091709614e-01,6.947897421309535693e-01,6.880024776802036168e-01,6.812233397917372146e-01,6.744298131419752540e-01,6.676009529999559211e-01,6.607175731424890230e-01,6.537626017619210250e-01,6.467211804257452235e-01,6.395809937624848951e-01,6.323322457969187127e-01,6.249679325421904075e-01,6.174836785129368399e-01,6.098779346138571977e-01,6.021516766936555465e-01,5.943085255582998272e-01,5.863543274946971806e-01,5.782972057707205238e-01,5.701470568592048593e-01,5.619155510772283479e-01,5.536155857098901123e-01,5.452612554940052814e-01,5.368673045339505956e-01,5.284490855817091104e-01,5.200220475936760955e-01,5.116016976620227918e-01,5.032031522481759112e-01,4.948411090467899620e-01,4.865294795616921797e-01,4.782813718331835884e-01,4.701088120145314742e-01,4.620227339667805633e-01,4.540327892132587362e-01,4.461473365728163554e-01,4.383733341762224289e-01,4.307163219615992023e-01,4.231803870608125684e-01,4.157681348769616259e-01,4.084807216754436365e-01,4.013178188308619276e-01,3.942777188907623520e-01,3.873573210070949679e-01,3.805523529476490530e-01,3.738574643789820406e-01,3.672666953505841492e-01,3.607738880188253172e-01,3.543737036398455498e-01,3.480627231354610496e-01,3.418416256647332507e-01,3.357168566002305954e-01,3.297066920669697310e-01,3.238328328454563865e-01,3.181686870566348690e-01,3.126517540800231032e-01,3.077971478507475211e-01,3.017828651452377220e-01,3.017828651452377220e-01
1.000000000000000000e+00,1.007064550963997052e+00,1.020984857079968222e+00,1.042908151714261100e+00,1.067799483392074311e+00,1.091740350011335181e+00,1.111923031608166745e+00,1.126681733519913742e+00,1.135310673536677806e+00,1.137820781279049509e+00,1.134706857462775442e+00,1.126754671662423712e+00,1.114891085518855851e+00,1.100072312669815533e+00,1.083204260140232522e+00,1.065088884702841243e+00,1.046393147916855559e+00,1.027637337079601698e+00,1.009199500996033949e+00,9.913314039024406776e-01,9.741814125263889013e-01,9.578194311436745156e-01,9.422605616128191253e-01,9.274848911052477884e-01,9.134528116037342604e-01,9.001155921868594367e-01,8.874222834901246415e-01,8.753234815607476849e-01,8.637732794937448277e-01,8.527297166648956095e-01,8.421547280312431383e-01,8.320134970903450000e-01,8.222739127845776208e-01,8.129057811963483759e-01,8.038803370651058655e-01,7.951696114958793915e-01,7.867461296905301493e-01,7.785824922093956824e-01,7.706512599549777409e-01,7.629247431318069150e-01,7.553750445755879062e-01,7.479740383299542383e-01,7.406935358188976304e-01,7.335054307372400606e-01,7.263819467146730435e-01,7.192959170102614097e-01,7.122210646860652750e-01,7.051323757719731855e-01,6.980063569854505490e-01,6.908214538194737964e-01,6.835582306645460182e-01,6.761997843450384682e-01,6.687317996099856332e-01,6.611429154643825301e-01,6.534246251863548016e-01,6.455715662085725892e-01,6.375812553561520657e-01,6.294542898981607681e-01,6.211939313393379791e-01,6.128062216542942142e-01,6.042994482685466462e-01,5.956841919271153030e-01,5.869727180958167478e-01,5.781789793634876107e-01,5.693179829199179753e-01,5.604057706604832489e-01,5.514588092209706804e-01,5.424939664232182324e-01,5.335279616275252490e-01,5.245773500312375104e-01,5.156580595268795975e-01,5.067853868750163970e-01,4.979736353724488751e-01,4.892361207850964289e-01,4.805849138698324863e-01,4.720308502116219995e-01,4.635833742615991238e-01,4.552505464221276443e-01,4.470389816224372148e-01,4.389538496906581488e-01,4.309989027161117425e-01,4.231764724974400593e-01,4.154875898983771965e-01,4.079320006880817195e-01,4.005084043951246953e-01,3.932145486295018921e-01,3.860476698314955213e-01,3.790048035558493678e-01,3.720836051311905424e-01,3.652831258572800111e-01,3.586052414529533605e-01,3.520562631110603080e-01,3.456484086963553803e-01,3.394043409649484255e-01,3.333470985907576178e-01,3.275457833140898445e-01,3.219227108359121736e-01,3.169798096095162165e-01,3.108258811710649661e-01,3.108258811710649661e-01
1.000000000000000000e+00,1.004980923805380177e+00,1.015551863644796216e+00,1.033705169269196089e+00,1.055632713579145010e+00,1.078113753331312985e+00,1.098564820514536855e+00,1.115194760737729496e+00,1.126967445214883234e+00,1.133480455090116079e+00,1.134817504402597432e+00,1.131405899686231509e+00,1.123891219764176164e+00,1.113031584206718438e+00,1.099612217649616808e+00,1.084380512430425991e+00,1.068000828022472204e+00,1.051028397900377387e+00,1.033899967606509929e+00,1.016938079841550824e+00,1.000364452793620851e+00,9.843184482124823775e-01,9.688765286807806687e-01,9.540704138857499794e-01,9.399020148828310939e-01,9.263550700067542110e-01,9.134032025351830342e-01,9.010154316704180877e-01,8.891593016135157512e-01,8.778027818050616604e-01,8.669149118356047623e-01,8.564661299893419066e-01,8.464279836063860474e-01,8.367729668570317303e-01,8.274740190190622569e-01,8.185043157586392448e-01,8.098368320490357819e-01,8.014442350614414678e-01,7.932986048313263039e-01,7.853714641315889811e-01,7.776336842174156327e-01,7.700556457798517496e-01,7.626073303098304113e-01,7.552585855836196904e-01,7.479793847244819993e-01,7.407401532392068333e-01,7.335121603178855754e-01,7.262678507130752026e-01,7.189813180799063952e-01,7.116285776225814708e-01,7.041880636336877997e-01,6.966407816170837597e-01,6.889707745738703482e-01,6.811651074019371421e-01,6.732142587060968575e-01,6.651119134079641615e-01,6.568552557559153016e-01,6.484445734441726117e-01,6.398834482248295652e-01,6.311782006501190923e-01,6.223379923197829289e-01,6.133741595414331504e-01,6.043002522465115156e-01,5.951313144233472130e-01,5.858838878809321526e-01,5.765752969576133369e-01,5.672236416839490092e-01,5.578471360105974330e-01,5.484641070814888497e-01,5.390924232988421050e-01,5.297495073031491808e-01,5.204518759502340108e-01,5.112151666395747807e-01,5.020537983994594056e-01,4.929810059454782234e-01,4.840086213035847407e-01,4.751471081369739724e-01,4.664054576825815701e-01,4.577912177944550853e-01,4.493104961893134575e-01,4.409679849752365932e-01,4.327670697038255021e-01,4.247098630529013708e-01,4.167974336293873150e-01,4.090298875934363920e-01,4.014067643622233339e-01,3.939272514674663772e-01,3.865908524619409148e-01,3.793978826261227844e-01,3.723505713366121461e-01,3.654539481331159911e-01,3.587175374786584769e-01,3.521557892413919588e-01,3.457921070921280426e-01,3.396468667189196933e-01,3.337823997931201325e-01,3.281066797837429161e-01,3.231111503521518213e-01,3.168573794940274246e-01,3.168573794940274246e-01
