0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.890018920433731153e-01,1.843271637173804767e-01,1.390361507316470735e-01,9.757601608985570774e-02,6.755060345643314201e-02,4.726116664743952589e-02,3.369009601837076595e-02,2.445692832173717440e-02,1.798903942233679581e-02,1.330667168360871039e-02,9.806269555826667081e-03,7.111298532500722608e-03,4.980979005550065578e-03,3.256818181720436741e-03,1.831695730930011333e-03,6.322208348044714961e-04,-3.905918836389806999e-04,-1.264381787940207624e-03,-1.992221357259405835e-03,-2.541569243089792686e-03,-2.823191571603615203e-03,-2.658888612418270053e-03,-1.777079891278800314e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.165109612088856106e-01,3.396771267352854395e-01,2.797325486376729953e-01,2.121378090738474942e-01,1.569681327365896328e-01,1.161855139231502410e-01,8.690844166616583377e-02,6.586034092016597452e-02,5.048581765920940462e-02,3.900588868029725154e-02,3.022886614898510557e-02,2.336121943159589001e-02,1.786930749300003410e-02,1.338824332336626712e-02,9.664363980916548108e-03,6.520005819971944235e-03,3.833474613159188697e-03,1.530817857015440240e-03,-4.110663955482819244e-04,-1.948577458495599074e-03,-2.942047448670621207e-03,-3.115982787735237930e-03,-2.086376011843382641e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.155947547610521431e-01,4.015540486919538798e-01,3.784058724654988937e-01,3.193115381112534013e-01,2.569648439012631180e-01,2.030357397462791980e-01,1.597830210209153501e-01,1.260559563961246299e-01,9.989755374497856499e-02,7.948173688406050263e-02,6.335440607719657058e-02,5.042666135422849139e-02,3.990192565048989587e-02,3.120097363130646534e-02,2.390253770617721540e-02,1.770136003774997954e-02,1.238169092700463700e-02,7.804584075330475192e-03,3.908772486602254612e-03,7.257140893694331027e-04,-1.592714891083820295e-03,-2.737516043256239470e-03,-2.227313398713948005e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.779855958215390888e-01,4.004281004932611077e-01,4.193744593550384203e-01,3.865455184830112190e-01,3.345372411107069288e-01,2.803799778692876998e-01,2.313482167668066691e-01,1.896020228791834294e-01,1.550124251031891609e-01,1.266235427580415240e-01,1.033178065754148112e-01,8.407585976472127520e-02,6.805166078750085612e-02,5.457309353947068647e-02,4.311853440812342397e-02,3.329066979949522193e-02,2.479603024229642960e-02,1.743384585942529472e-02,1.109644241522502947e-02,5.782991727598405483e-03,1.626915414570413417e-03,-1.061282008644797098e-03,-1.712706336827826952e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.310633886131162329e-01,3.651459493702539638e-01,4.158705872237922208e-01,4.125167345418552789e-01,3.802248857898581358e-01,3.360284289361873955e-01,2.897541202734444932e-01,2.462701384134158289e-01,2.075106075421719876e-01,1.738666324128901874e-01,1.450151070586632451e-01,1.203651554199079293e-01,9.927752262542181849e-02,8.116111032680263515e-02,6.550830031533855236e-02,5.190286409844210164e-02,4.001828648742017380e-02,2.961610806605463261e-02,2.055015368536088766e-02,1.278126372327564701e-02,6.407494363895187978e-03,1.720010222263317892e-03,-6.364256822830650397e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.874191421181564954e-01,3.172348671294074607e-01,3.858033423380753946e-01,4.063312348623391856e-01,3.950773083772415317e-01,3.658311564602044763e-01,3.283650260210071448e-01,2.887860311674211866e-01,2.504986508236586862e-01,2.151480085674117027e-01,1.833356934758166024e-01,1.550961024579194936e-01,1.301872115698293475e-01,1.082567419318230945e-01,8.893188815731653540e-02,7.186541221047429429e-02,5.675885666011914327e-02,4.337583044081626260e-02,3.155408060801524750e-02,2.122381250361740981e-02,1.244251994744251071e-02,5.465162456317251317e-03,9.801640733125862020e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.507675053323607739e-01,2.684429417097726756e-01,3.435094140428298082e-01,3.797195601375956686e-01,3.860629736147352942e-01,3.721859684068933305e-01,3.462295399551952313e-01,3.141917359923832032e-01,2.800772446648841507e-01,2.463360743016406729e-01,2.143271838805063390e-01,1.847002415742604042e-01,1.576731017466037332e-01,1.332185339080229347e-01,1.111835403171277936e-01,9.136303196172665397e-02,7.354472863405754623e-02,5.753754535964673844e-02,4.319280949580949630e-02,3.042728260922896236e-02,1.926229354479569097e-02,9.904938916406383353e-03,3.041320270028078157e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.213316065038410885e-01,2.241411350561348936e-01,2.982397101726952382e-01,3.426412958319851598e-01,3.614151596801697397e-01,3.605473834076489692e-01,3.460379593247017160e-01,3.229672579574563440e-01,2.952085646159743337e-01,2.654927374624886371e-01,2.356186941967996495e-01,2.066908509470793964e-01,1.793282577235172648e-01,1.538281128562675737e-01,1.302849881976004265e-01,1.086740475976619158e-01,8.890770219975444033e-02,7.087424378138512671e-02,5.446618807759082831e-02,3.960700680607332630e-02,2.629232128140605862e-02,1.467623841262623643e-02,5.392290950881997377e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.810499982667439389e-02,1.860911903566200565e-01,2.550506819801748315e-01,3.020580952029561228e-01,3.282659215226036431e-01,3.369620495112592429e-01,3.321662320112052091e-01,3.177613138294849149e-01,2.970590568093862682e-01,2.726606583077428869e-01,2.464852239034803494e-01,2.198744865971349605e-01,1.937178470520707352e-01,1.685691802383399995e-01,1.447441859945732545e-01,1.223963532330675508e-01,1.015737972387829730e-01,8.226085870831351121e-02,6.440933893447489678e-02,4.796635753737078095e-02,3.291431019041501232e-02,1.935575662383573481e-02,7.827815434575384479e-03,0.000000000000000000e+00
